"date","geography","geography code","Qualifications: All categories: Highest level of qualification; measures: Value","Qualifications: No qualifications; measures: Value","Qualifications: Highest level of qualification: Level 1 qualifications; measures: Value","Qualifications: Highest level of qualification: Level 2 qualifications; measures: Value","Qualifications: Highest level of qualification: Apprenticeship; measures: Value","Qualifications: Highest level of qualification: Level 3 qualifications; measures: Value","Qualifications: Highest level of qualification: Level 4 qualifications and above; measures: Value","Qualifications: Highest level of qualification: Other qualifications; measures: Value","Qualifications: Schoolchildren and full-time students: Age 16 to 17; measures: Value","Qualifications: Schoolchildren and full-time students: Age 18 and over; measures: Value","Qualifications: Full-time students: Age 18 to 74: Economically active: In employment; measures: Value","Qualifications: Full-time students: Age 18 to 74: Economically active: Unemployed; measures: Value","Qualifications: Full-time students: Age 18 to 74: Economically inactive; measures: Value"
"2011","N00002373 (The Birches ward)","N00002373",336,138,30,44,23,37,54,10,7,9,3,0,6
"2011","N00002374 (The Birches ward)","N00002374",244,106,22,33,14,31,29,9,2,9,3,0,6
"2011","N00002375 (The Birches ward)","N00002375",304,89,31,43,13,41,78,9,10,12,6,0,6
"2011","N00002376 (Waringstown ward)","N00002376",350,73,40,65,24,41,95,12,14,24,11,3,10
"2011","N00002377 (Waringstown ward)","N00002377",319,63,45,59,14,37,90,11,9,12,5,1,6
"2011","N00002378 (Waringstown ward)","N00002378",563,91,66,70,19,95,217,5,9,17,9,0,8
"2011","N00002379 (Waringstown ward)","N00002379",508,76,50,94,21,74,170,23,14,21,6,1,14
"2011","N00002380 (Waringstown ward)","N00002380",255,108,19,38,16,29,31,14,5,8,3,1,4
"2011","N00002381 (Waringstown ward)","N00002381",310,57,26,60,11,32,117,7,10,18,9,1,8
"2011","N00002382 (Waringstown ward)","N00002382",370,70,43,76,23,62,87,9,11,19,8,1,10
"2011","N00002383 (Waringstown ward)","N00002383",351,48,44,73,14,53,110,9,16,23,8,2,13
"2011","N00002384 (Waringstown ward)","N00002384",301,60,35,56,18,41,81,10,12,13,4,2,7
"2011","N00002385 (Waringstown ward)","N00002385",224,53,16,46,11,29,61,8,8,10,3,2,5
"2011","N00002386 (Woodville ward)","N00002386",214,104,26,32,7,19,16,10,8,6,2,0,4
"2011","N00002387 (Woodville ward)","N00002387",404,186,45,46,14,37,49,27,7,7,5,0,2
"2011","N00002388 (Woodville ward)","N00002388",163,48,25,29,7,28,16,10,5,12,6,0,6
"2011","N00002389 (Woodville ward)","N00002389",270,109,24,32,16,32,34,23,8,18,12,0,6
"2011","N00002390 (Woodville ward)","N00002390",243,84,32,39,4,25,39,20,1,12,3,0,9
"2011","N00002391 (Woodville ward)","N00002391",328,88,26,45,14,37,112,6,15,23,12,0,11
"2011","N00002392 (Woodville ward)","N00002392",298,77,19,48,14,54,78,8,16,22,14,1,7
"2011","N00002393 (Woodville ward)","N00002393",466,63,39,85,20,75,170,14,35,38,17,1,20
"2011","N00002394 (Woodville ward)","N00002394",294,69,45,47,7,48,66,12,15,31,9,7,15
"2011","N00002395 (Woodville ward)","N00002395",295,55,41,64,8,59,60,8,11,23,11,0,12
"2011","N00002880 (Killyman ward)","N00002880",347,116,48,58,16,36,59,14,9,16,5,1,10
"2011","N00002882 (Killyman ward)","N00002882",296,126,33,44,7,27,48,11,15,7,5,0,2
"2011","N00002892 (Moy ward)","N00002892",366,79,50,56,17,44,103,17,13,19,3,1,15
"2011","N00000825 (Andersonstown ward)","N00000825",309,86,24,60,19,42,65,13,11,15,5,1,9
"2011","N00000826 (Andersonstown ward)","N00000826",248,72,31,33,9,34,60,9,5,15,8,2,5
"2011","N00000827 (Andersonstown ward)","N00000827",266,79,29,42,15,31,61,9,5,13,5,3,5
"2011","N00000828 (Andersonstown ward)","N00000828",187,55,26,29,6,22,42,7,5,11,5,3,3
"2011","N00000829 (Andersonstown ward)","N00000829",267,90,32,35,13,32,56,9,12,11,6,1,4
"2011","N00000830 (Andersonstown ward)","N00000830",230,137,17,27,9,14,24,2,7,8,5,1,2
"2011","N00000831 (Andersonstown ward)","N00000831",268,98,38,32,12,31,41,16,13,17,9,1,7
"2011","N00000832 (Andersonstown ward)","N00000832",228,97,31,31,11,32,20,6,4,17,7,2,8
"2011","N00000833 (Andersonstown ward)","N00000833",210,82,31,26,12,20,32,7,10,3,0,0,3
"2011","N00000834 (Andersonstown ward)","N00000834",337,147,34,37,18,30,59,12,5,14,8,1,5
"2011","N00000835 (Andersonstown ward)","N00000835",250,109,36,31,13,27,32,2,12,13,6,1,6
"2011","N00000836 (Andersonstown ward)","N00000836",289,105,39,49,17,29,42,8,15,22,6,2,14
"2011","N00000837 (Andersonstown ward)","N00000837",282,105,52,36,14,25,44,6,14,14,6,2,6
"2011","N00000838 (Andersonstown ward)","N00000838",240,84,29,37,16,28,40,6,5,14,4,5,5
"2011","N00000839 (Andersonstown ward)","N00000839",298,91,32,45,9,35,81,5,10,15,8,1,6
"2011","N00000840 (Andersonstown ward)","N00000840",242,71,27,38,7,30,61,8,8,14,6,0,8
"2011","N00000841 (Ardoyne ward)","N00000841",197,98,41,17,8,17,15,1,8,8,2,0,6
"2011","N00000842 (Ardoyne ward)","N00000842",406,186,71,66,10,33,30,10,37,30,9,8,13
"2011","N00000843 (Ardoyne ward)","N00000843",190,92,26,28,4,15,21,4,8,8,3,1,4
"2011","N00000844 (Ardoyne ward)","N00000844",165,71,21,39,5,12,13,4,3,3,3,0,0
"2011","N00000845 (Ardoyne ward)","N00000845",169,79,31,20,8,14,12,5,6,5,1,1,3
"2011","N00000846 (Ardoyne ward)","N00000846",199,97,24,22,10,27,13,6,8,7,4,1,2
"2011","N00000847 (Ardoyne ward)","N00000847",644,308,92,119,25,57,32,11,30,54,19,4,31
"2011","N00000848 (Ardoyne ward)","N00000848",183,97,19,27,5,16,13,6,1,6,0,0,6
"2011","N00000849 (Ardoyne ward)","N00000849",250,109,45,32,9,24,25,6,6,8,6,1,1
"2011","N00000850 (Ardoyne ward)","N00000850",205,87,44,28,11,14,14,7,10,7,2,1,4
"2011","N00000851 (Ardoyne ward)","N00000851",187,91,27,30,6,19,7,7,5,8,3,2,3
"2011","N00000852 (Ardoyne ward)","N00000852",886,457,126,114,30,73,66,20,40,41,15,7,19
"2011","N00000853 (Ardoyne ward)","N00000853",216,112,33,27,7,18,17,2,13,16,6,2,8
"2011","N00000854 (Ardoyne ward)","N00000854",557,279,77,90,11,44,37,19,36,34,9,7,18
"2011","N00000855 (Ballyhackamore ward)","N00000855",153,35,12,11,5,15,70,5,0,5,2,0,3
"2011","N00000856 (Ballyhackamore ward)","N00000856",152,27,4,17,1,25,76,2,0,6,1,0,5
"2011","N00000857 (Ballyhackamore ward)","N00000857",316,56,18,41,5,34,156,6,9,14,5,0,9
"2011","N00000858 (Ballyhackamore ward)","N00000858",194,37,21,23,8,23,72,10,2,3,1,0,2
"2011","N00000859 (Ballyhackamore ward)","N00000859",222,38,19,29,8,31,87,10,4,1,0,0,1
"2011","N00000860 (Ballyhackamore ward)","N00000860",329,58,22,32,12,36,160,9,11,12,5,1,6
"2011","N00000861 (Ballyhackamore ward)","N00000861",237,36,14,23,6,29,116,13,3,14,1,1,12
"2011","N00000862 (Ballyhackamore ward)","N00000862",741,121,56,110,27,99,300,28,21,42,19,5,18
"2011","N00000863 (Ballyhackamore ward)","N00000863",246,42,24,33,19,26,92,10,5,9,7,0,2
"2011","N00000864 (Ballyhackamore ward)","N00000864",254,40,17,31,3,26,129,8,14,20,10,2,8
"2011","N00000865 (Ballyhackamore ward)","N00000865",279,46,25,38,7,35,123,5,12,13,4,1,8
"2011","N00000866 (Ballyhackamore ward)","N00000866",285,46,24,31,12,29,129,14,1,13,8,0,5
"2011","N00000867 (Ballyhackamore ward)","N00000867",233,38,27,21,4,29,95,19,2,7,3,1,3
"2011","N00000868 (Ballyhackamore ward)","N00000868",242,30,21,35,8,30,109,9,7,8,5,0,3
"2011","N00000869 (Ballyhackamore ward)","N00000869",163,58,21,26,7,10,32,9,6,11,5,1,5
"2011","N00000870 (Ballyhackamore ward)","N00000870",342,79,23,40,17,50,116,17,11,13,8,0,5
"2011","N00000871 (Ballyhackamore ward)","N00000871",284,85,29,40,10,27,89,4,5,12,6,0,6
"2011","N00000872 (Ballyhackamore ward)","N00000872",225,76,17,18,8,27,68,11,2,6,2,0,4
"2011","N00000873 (Ballymacarrett ward)","N00000873",265,120,45,42,6,24,25,3,13,20,11,2,7
"2011","N00000874 (Ballymacarrett ward)","N00000874",432,139,54,56,7,27,119,30,7,16,6,2,8
"2011","N00000875 (Ballymacarrett ward)","N00000875",215,106,38,35,3,10,14,9,11,8,3,0,5
"2011","N00000876 (Ballymacarrett ward)","N00000876",170,108,20,13,9,6,9,5,2,4,3,0,1
"2011","N00000877 (Ballymacarrett ward)","N00000877",274,126,45,35,17,22,17,12,21,13,6,2,5
"2011","N00000878 (Ballymacarrett ward)","N00000878",189,106,31,23,5,11,10,3,4,7,3,1,3
"2011","N00000879 (Ballymacarrett ward)","N00000879",722,328,115,110,22,74,57,16,35,47,13,7,27
"2011","N00000880 (Ballymacarrett ward)","N00000880",240,114,42,29,6,23,19,7,10,12,1,1,10
"2011","N00000881 (Ballymacarrett ward)","N00000881",248,142,20,20,11,11,32,12,6,10,3,0,7
"2011","N00000882 (Ballymacarrett ward)","N00000882",208,111,27,19,12,11,15,13,6,4,1,0,3
"2011","N00000883 (Ballymacarrett ward)","N00000883",227,127,29,21,12,14,17,7,5,5,2,0,3
"2011","N00000884 (Ballymacarrett ward)","N00000884",175,92,17,28,6,9,16,7,0,4,1,1,2
"2011","N00000885 (Ballymacarrett ward)","N00000885",497,191,56,80,12,50,77,31,14,15,8,3,4
"2011","N00000886 (Ballynafeigh ward)","N00000886",211,33,17,21,5,19,98,18,3,7,6,0,1
"2011","N00000887 (Ballynafeigh ward)","N00000887",254,70,16,22,11,18,106,11,4,10,6,1,3
"2011","N00000888 (Ballynafeigh ward)","N00000888",262,40,26,17,5,29,124,21,1,8,4,1,3
"2011","N00000889 (Ballynafeigh ward)","N00000889",202,20,5,21,4,17,124,11,9,11,7,0,4
"2011","N00000890 (Ballynafeigh ward)","N00000890",276,45,22,34,7,39,121,8,5,9,4,0,5
"2011","N00000891 (Ballynafeigh ward)","N00000891",309,45,17,45,9,40,142,11,5,12,9,0,3
"2011","N00000892 (Ballynafeigh ward)","N00000892",272,52,35,28,3,30,101,23,7,22,11,4,7
"2011","N00000893 (Ballynafeigh ward)","N00000893",245,23,5,18,5,33,140,21,3,22,13,0,9
"2011","N00000894 (Ballynafeigh ward)","N00000894",229,42,23,23,0,26,103,12,3,11,3,1,7
"2011","N00000895 (Ballynafeigh ward)","N00000895",212,43,22,19,5,31,83,9,2,14,4,2,8
"2011","N00000896 (Ballynafeigh ward)","N00000896",231,28,18,22,9,22,122,10,3,8,5,0,3
"2011","N00000897 (Ballynafeigh ward)","N00000897",270,40,11,15,3,36,150,15,8,23,11,4,8
"2011","N00000898 (Ballynafeigh ward)","N00000898",262,36,26,23,3,36,125,13,2,27,20,2,5
"2011","N00000899 (Ballynafeigh ward)","N00000899",275,69,24,18,7,34,111,12,4,17,8,3,6
"2011","N00000900 (Ballynafeigh ward)","N00000900",173,61,27,14,4,22,36,9,5,13,6,2,5
"2011","N00000901 (Ballynafeigh ward)","N00000901",288,28,19,28,4,42,151,16,3,36,15,3,18
"2011","N00000902 (Ballynafeigh ward)","N00000902",266,37,16,31,3,38,133,8,3,27,18,1,8
"2011","N00000903 (Ballynafeigh ward)","N00000903",155,45,22,16,1,12,26,33,5,9,1,1,7
"2011","N00000904 (Ballynafeigh ward)","N00000904",378,82,15,45,9,47,171,9,6,26,6,2,18
"2011","N00000905 (Ballynafeigh ward)","N00000905",273,71,20,36,6,33,91,16,2,12,4,1,7
"2011","N00000906 (Ballysillan ward)","N00000906",222,80,23,38,17,24,32,8,4,7,6,0,1
"2011","N00000907 (Ballysillan ward)","N00000907",240,101,50,32,13,17,21,6,8,10,5,0,5
"2011","N00000908 (Ballysillan ward)","N00000908",258,110,37,37,10,29,27,8,5,12,5,1,6
"2011","N00000909 (Ballysillan ward)","N00000909",223,122,24,26,10,19,17,5,5,7,4,0,3
"2011","N00000910 (Ballysillan ward)","N00000910",219,74,44,34,10,16,29,12,7,9,3,2,4
"2011","N00000911 (Ballysillan ward)","N00000911",184,78,25,33,10,25,12,1,7,7,3,0,4
"2011","N00000912 (Ballysillan ward)","N00000912",183,83,24,32,3,18,10,13,9,12,6,0,6
"2011","N00000913 (Ballysillan ward)","N00000913",261,115,46,30,15,29,17,9,11,14,3,4,7
"2011","N00000914 (Ballysillan ward)","N00000914",246,86,40,44,14,26,21,15,10,22,9,5,8
"2011","N00000915 (Ballysillan ward)","N00000915",191,66,32,32,15,21,23,2,5,7,3,0,4
"2011","N00000916 (Ballysillan ward)","N00000916",196,68,23,32,12,28,23,10,2,2,2,0,0
"2011","N00000917 (Ballysillan ward)","N00000917",191,76,22,30,8,20,30,5,4,5,2,0,3
"2011","N00000918 (Ballysillan ward)","N00000918",216,80,27,35,14,19,33,8,10,7,4,0,3
"2011","N00000919 (Ballysillan ward)","N00000919",185,58,22,32,8,27,31,7,6,9,6,0,3
"2011","N00000920 (Ballysillan ward)","N00000920",126,56,14,17,9,7,13,10,0,1,1,0,0
"2011","N00000921 (Ballysillan ward)","N00000921",498,82,101,88,18,98,94,17,28,41,20,2,19
"2011","N00000922 (Ballysillan ward)","N00000922",238,75,29,26,6,29,65,8,8,9,4,0,5
"2011","N00000923 (Ballysillan ward)","N00000923",212,58,34,32,16,27,40,5,2,10,5,0,5
"2011","N00000924 (Ballysillan ward)","N00000924",181,59,21,32,12,20,25,12,9,12,6,1,5
"2011","N00000925 (Ballysillan ward)","N00000925",233,84,35,45,9,29,24,7,9,17,7,0,10
"2011","N00000926 (Beechmount ward)","N00000926",233,96,34,38,8,30,22,5,8,16,6,4,6
"2011","N00000927 (Beechmount ward)","N00000927",321,68,35,29,10,34,124,21,4,13,5,2,6
"2011","N00000928 (Beechmount ward)","N00000928",303,91,42,50,8,32,68,12,8,20,10,1,9
"2011","N00000929 (Beechmount ward)","N00000929",352,133,53,52,9,36,51,18,11,24,9,5,10
"2011","N00000930 (Beechmount ward)","N00000930",278,122,40,33,9,25,39,10,8,13,4,2,7
"2011","N00000931 (Beechmount ward)","N00000931",428,192,71,57,14,36,41,17,23,34,9,8,17
"2011","N00000932 (Beechmount ward)","N00000932",306,124,43,37,6,29,54,13,8,7,3,1,3
"2011","N00000933 (Beechmount ward)","N00000933",232,81,45,32,5,17,37,15,6,8,4,1,3
"2011","N00000934 (Beechmount ward)","N00000934",228,68,33,39,10,33,36,9,5,15,5,2,8
"2011","N00000935 (Beechmount ward)","N00000935",205,78,35,26,7,21,33,5,6,12,7,0,5
"2011","N00000936 (Beechmount ward)","N00000936",386,175,59,48,14,40,39,11,12,26,13,2,11
"2011","N00000937 (Beechmount ward)","N00000937",359,157,46,56,13,38,38,11,23,17,6,3,8
"2011","N00000938 (Beechmount ward)","N00000938",266,93,48,53,9,31,27,5,16,33,13,4,16
"2011","N00000939 (Beechmount ward)","N00000939",152,62,31,21,3,18,10,7,5,11,8,0,3
"2011","N00000940 (Beechmount ward)","N00000940",193,80,27,23,10,28,19,6,6,10,5,2,3
"2011","N00000941 (Bellevue ward)","N00000941",272,40,20,33,7,30,136,6,8,15,5,0,10
"2011","N00000942 (Bellevue ward)","N00000942",231,58,30,41,14,26,55,7,5,8,7,0,1
"2011","N00000943 (Bellevue ward)","N00000943",201,62,26,34,7,20,49,3,6,8,2,0,6
"2011","N00000944 (Bellevue ward)","N00000944",189,72,28,34,11,21,19,4,15,13,6,0,7
"2011","N00000945 (Bellevue ward)","N00000945",220,47,15,29,11,36,76,6,5,10,3,1,6
"2011","N00000946 (Bellevue ward)","N00000946",315,138,44,45,10,33,35,10,2,9,0,0,9
"2011","N00000947 (Bellevue ward)","N00000947",200,76,22,35,2,33,25,7,8,7,0,2,5
"2011","N00000948 (Bellevue ward)","N00000948",180,54,25,31,3,19,43,5,8,5,2,0,3
"2011","N00000949 (Bellevue ward)","N00000949",248,92,32,50,8,25,33,8,8,5,3,0,2
"2011","N00000950 (Bellevue ward)","N00000950",234,80,40,37,8,21,36,12,8,9,2,0,7
"2011","N00000951 (Bellevue ward)","N00000951",194,67,17,32,6,26,32,14,5,10,1,1,8
"2011","N00000952 (Bellevue ward)","N00000952",288,90,39,47,11,31,56,14,13,12,6,1,5
"2011","N00000953 (Bellevue ward)","N00000953",185,47,23,36,5,21,42,11,4,5,4,0,1
"2011","N00000954 (Bellevue ward)","N00000954",208,89,24,36,9,17,27,6,13,13,7,0,6
"2011","N00000955 (Bellevue ward)","N00000955",332,71,33,52,16,38,110,12,16,13,7,3,3
"2011","N00000956 (Bellevue ward)","N00000956",373,67,51,47,16,74,110,8,9,15,7,2,6
"2011","N00000957 (Belmont ward)","N00000957",427,54,27,57,5,58,211,15,11,19,5,0,14
"2011","N00000958 (Belmont ward)","N00000958",251,54,18,41,12,22,88,16,4,12,7,0,5
"2011","N00000959 (Belmont ward)","N00000959",389,81,33,46,21,38,158,12,9,22,12,0,10
"2011","N00000960 (Belmont ward)","N00000960",397,44,23,42,13,43,225,7,22,17,5,0,12
"2011","N00000961 (Belmont ward)","N00000961",257,35,18,35,8,36,114,11,9,11,5,0,6
"2011","N00000962 (Belmont ward)","N00000962",281,91,41,35,8,29,74,3,14,11,7,0,4
"2011","N00000963 (Belmont ward)","N00000963",218,59,27,35,15,28,48,6,7,10,6,0,4
"2011","N00000964 (Belmont ward)","N00000964",262,52,31,40,14,39,75,11,6,12,6,1,5
"2011","N00000965 (Belmont ward)","N00000965",257,75,37,39,16,24,58,8,14,7,5,0,2
"2011","N00000966 (Belmont ward)","N00000966",282,41,25,32,16,36,115,17,5,11,3,0,8
"2011","N00000967 (Belmont ward)","N00000967",335,98,47,39,11,40,86,14,11,20,13,2,5
"2011","N00000968 (Belmont ward)","N00000968",196,28,27,28,8,18,77,10,6,4,1,0,3
"2011","N00000969 (Belmont ward)","N00000969",155,54,17,20,7,16,31,10,5,4,1,0,3
"2011","N00000970 (Belmont ward)","N00000970",401,117,37,55,18,31,116,27,4,6,1,0,5
"2011","N00000971 (Belmont ward)","N00000971",203,79,41,16,12,18,27,10,1,10,4,1,5
"2011","N00000972 (Belmont ward)","N00000972",246,122,29,37,6,21,23,8,4,7,4,0,3
"2011","N00000973 (Belmont ward)","N00000973",239,47,33,45,11,24,72,7,11,4,3,0,1
"2011","N00000974 (Belmont ward)","N00000974",222,95,31,33,10,14,33,6,8,4,3,1,0
"2011","N00000975 (Blackstaff ward)","N00000975",203,100,23,22,5,11,36,6,3,10,2,0,8
"2011","N00000976 (Blackstaff ward)","N00000976",120,53,10,11,7,8,19,12,2,0,0,0,0
"2011","N00000977 (Blackstaff ward)","N00000977",233,110,21,22,5,21,35,19,7,15,10,0,5
"2011","N00000978 (Blackstaff ward)","N00000978",203,63,22,24,10,21,43,20,3,13,9,0,4
"2011","N00000979 (Blackstaff ward)","N00000979",198,73,13,20,8,28,44,12,1,20,12,0,8
"2011","N00000980 (Blackstaff ward)","N00000980",211,50,20,30,4,33,50,24,1,27,17,0,10
"2011","N00000981 (Blackstaff ward)","N00000981",178,60,26,22,6,15,43,6,4,13,9,0,4
"2011","N00000982 (Blackstaff ward)","N00000982",222,67,14,29,6,29,49,28,7,11,9,0,2
"2011","N00000983 (Blackstaff ward)","N00000983",263,98,42,36,8,31,29,19,8,14,10,1,3
"2011","N00000984 (Blackstaff ward)","N00000984",307,63,17,30,4,77,99,17,3,63,26,2,35
"2011","N00000985 (Blackstaff ward)","N00000985",192,90,30,22,4,11,19,16,0,16,4,0,12
"2011","N00000986 (Blackstaff ward)","N00000986",184,63,23,20,8,17,40,13,2,13,8,0,5
"2011","N00000987 (Blackstaff ward)","N00000987",295,91,32,29,10,37,81,15,14,38,12,5,21
"2011","N00000988 (Blackstaff ward)","N00000988",134,35,14,20,5,21,28,11,2,15,6,1,8
"2011","N00000989 (Blackstaff ward)","N00000989",213,108,30,24,5,10,20,16,8,6,2,1,3
"2011","N00000990 (Blackstaff ward)","N00000990",232,64,32,23,10,34,46,23,4,23,11,6,6
"2011","N00000991 (Bloomfield ward)","N00000991",215,83,29,28,16,16,32,11,1,4,1,0,3
"2011","N00000992 (Bloomfield ward)","N00000992",386,102,39,58,16,38,108,25,4,10,4,2,4
"2011","N00000993 (Bloomfield ward)","N00000993",192,56,22,22,8,30,38,16,2,10,6,0,4
"2011","N00000994 (Bloomfield ward)","N00000994",769,269,75,101,35,80,165,44,15,24,9,4,11
"2011","N00000995 (Bloomfield ward)","N00000995",161,48,20,24,10,18,39,2,4,5,1,1,3
"2011","N00000996 (Bloomfield ward)","N00000996",301,55,30,24,8,37,138,9,6,15,8,0,7
"2011","N00000997 (Bloomfield ward)","N00000997",206,26,15,31,5,25,102,2,8,12,6,1,5
"2011","N00000998 (Bloomfield ward)","N00000998",243,51,23,23,10,33,95,8,7,11,6,1,4
"2011","N00000999 (Bloomfield ward)","N00000999",196,67,19,22,10,22,47,9,3,6,0,1,5
"2011","N00001000 (Bloomfield ward)","N00001000",263,65,24,35,14,26,92,7,6,14,3,2,9
"2011","N00001001 (Bloomfield ward)","N00001001",245,68,19,17,6,29,83,23,4,14,8,2,4
"2011","N00001002 (Bloomfield ward)","N00001002",691,190,75,84,27,85,178,52,10,20,6,0,14
"2011","N00001003 (Bloomfield ward)","N00001003",187,41,14,28,7,22,64,11,4,5,2,0,3
"2011","N00001004 (Bloomfield ward)","N00001004",257,63,29,31,8,35,76,15,2,6,2,0,4
"2011","N00001005 (Bloomfield ward)","N00001005",232,90,23,16,4,24,61,14,3,9,4,0,5
"2011","N00001006 (Botanic ward)","N00001006",486,20,24,35,1,258,134,14,5,324,142,21,161
"2011","N00001007 (Botanic ward)","N00001007",555,42,23,28,6,218,217,21,1,267,131,14,122
"2011","N00001008 (Botanic ward)","N00001008",238,9,6,19,0,125,69,10,2,151,67,9,75
"2011","N00001009 (Botanic ward)","N00001009",174,0,8,6,1,47,95,17,0,79,29,3,47
"2011","N00001010 (Botanic ward)","N00001010",321,14,14,37,3,179,67,7,0,225,111,13,101
"2011","N00001011 (Botanic ward)","N00001011",340,25,15,38,1,206,48,7,5,241,134,5,102
"2011","N00001012 (Botanic ward)","N00001012",341,30,8,26,4,152,112,9,1,179,104,12,63
"2011","N00001013 (Botanic ward)","N00001013",223,19,17,18,3,96,58,12,3,105,58,8,39
"2011","N00001014 (Botanic ward)","N00001014",233,8,8,20,1,114,73,9,0,148,72,15,61
"2011","N00001015 (Botanic ward)","N00001015",397,16,13,37,3,202,117,9,1,262,105,18,139
"2011","N00001016 (Botanic ward)","N00001016",260,10,9,25,1,106,96,13,1,129,70,5,54
"2011","N00001017 (Botanic ward)","N00001017",297,17,17,25,2,156,68,12,5,168,86,13,69
"2011","N00001018 (Botanic ward)","N00001018",269,13,13,19,2,81,132,9,5,96,55,8,33
"2011","N00001019 (Botanic ward)","N00001019",191,20,6,16,2,116,27,4,0,125,67,8,50
"2011","N00001020 (Botanic ward)","N00001020",158,32,6,16,5,48,42,9,1,49,24,7,18
"2011","N00001021 (Botanic ward)","N00001021",219,10,6,28,0,121,41,13,2,138,84,11,43
"2011","N00001022 (Botanic ward)","N00001022",583,51,32,51,7,202,212,28,2,264,105,19,140
"2011","N00001023 (Botanic ward)","N00001023",211,11,8,20,1,90,72,9,1,112,66,4,42
"2011","N00001024 (Botanic ward)","N00001024",342,17,6,27,2,142,136,12,1,160,81,23,56
"2011","N00001025 (Botanic ward)","N00001025",274,24,9,12,2,143,71,13,1,169,86,16,67
"2011","N00001026 (Botanic ward)","N00001026",226,22,11,17,5,88,70,13,3,109,53,6,50
"2011","N00001027 (Botanic ward)","N00001027",324,65,33,28,4,51,109,34,6,32,22,0,10
"2011","N00001028 (Botanic ward)","N00001028",214,100,28,26,4,18,30,8,7,9,4,1,4
"2011","N00001029 (Botanic ward)","N00001029",462,144,79,76,10,62,68,23,26,55,23,6,26
"2011","N00001030 (Botanic ward)","N00001030",427,136,62,43,5,72,88,21,12,69,30,4,35
"2011","N00001031 (Botanic ward)","N00001031",306,72,35,27,5,79,80,8,10,69,36,6,27
"2011","N00001032 (Castleview ward)","N00001032",165,88,18,21,4,15,16,3,9,5,2,0,3
"2011","N00001033 (Castleview ward)","N00001033",127,60,17,18,7,9,11,5,1,2,2,0,0
"2011","N00001034 (Castleview ward)","N00001034",271,63,38,36,14,37,72,11,10,17,8,2,7
"2011","N00001035 (Castleview ward)","N00001035",206,110,27,20,7,14,11,17,8,8,2,4,2
"2011","N00001036 (Castleview ward)","N00001036",320,133,37,42,9,27,56,16,6,16,1,4,11
"2011","N00001037 (Castleview ward)","N00001037",289,35,28,30,5,39,148,4,12,20,8,0,12
"2011","N00001038 (Castleview ward)","N00001038",562,77,46,75,15,89,248,12,17,31,17,0,14
"2011","N00001039 (Castleview ward)","N00001039",309,65,14,36,5,43,143,3,11,16,4,3,9
"2011","N00001040 (Castleview ward)","N00001040",200,95,23,30,10,18,22,2,5,5,2,1,2
"2011","N00001041 (Castleview ward)","N00001041",166,76,25,23,15,7,16,4,0,2,0,1,1
"2011","N00001042 (Castleview ward)","N00001042",551,146,50,74,13,64,189,15,16,23,10,2,11
"2011","N00001043 (Castleview ward)","N00001043",175,97,24,20,6,8,18,2,5,3,1,0,2
"2011","N00001044 (Castleview ward)","N00001044",243,92,36,31,11,22,35,16,2,8,3,0,5
"2011","N00001045 (Castleview ward)","N00001045",236,70,32,30,12,32,57,3,7,12,6,0,6
"2011","N00001046 (Cavehill ward)","N00001046",243,45,17,32,6,40,100,3,12,24,13,3,8
"2011","N00001047 (Cavehill ward)","N00001047",261,52,33,42,8,32,87,7,6,6,1,1,4
"2011","N00001048 (Cavehill ward)","N00001048",262,47,21,44,10,30,104,6,8,15,8,0,7
"2011","N00001049 (Cavehill ward)","N00001049",261,55,35,42,13,40,66,10,8,12,7,0,5
"2011","N00001050 (Cavehill ward)","N00001050",265,34,30,41,13,49,93,5,9,20,7,3,10
"2011","N00001051 (Cavehill ward)","N00001051",289,27,20,46,8,33,151,4,20,20,5,1,14
"2011","N00001052 (Cavehill ward)","N00001052",151,51,21,16,4,23,27,9,3,6,3,0,3
"2011","N00001053 (Cavehill ward)","N00001053",305,41,16,42,4,50,148,4,19,26,8,1,17
"2011","N00001054 (Cavehill ward)","N00001054",269,17,19,45,8,31,144,5,16,19,10,0,9
"2011","N00001055 (Cavehill ward)","N00001055",280,40,20,43,9,34,132,2,14,19,8,0,11
"2011","N00001056 (Cavehill ward)","N00001056",284,60,48,36,13,45,76,6,11,16,8,0,8
"2011","N00001057 (Cavehill ward)","N00001057",265,60,23,32,15,43,82,10,5,13,8,0,5
"2011","N00001058 (Cavehill ward)","N00001058",287,24,14,44,9,34,157,5,9,26,14,0,12
"2011","N00001059 (Cavehill ward)","N00001059",259,48,28,35,7,31,103,7,9,19,10,2,7
