"date","geography","geography code","Occupation: All categories: Occupation; measures: Value","Occupation: 1. Managers, directors and senior officials; measures: Value","Occupation: 2. Professional occupations; measures: Value","Occupation: 3. Associate professional and technical occupations; measures: Value","Occupation: 4. Administrative and secretarial occupations; measures: Value","Occupation: 5. Skilled trades occupations; measures: Value","Occupation: 6. Caring, leisure and other service occupations; measures: Value","Occupation: 7. Sales and customer service occupations; measures: Value","Occupation: 8. Process plant and machine operatives; measures: Value","Occupation: 9. Elementary occupations; measures: Value"
"2011","Garthdee - 01","S01006526",442,29,58,47,48,66,41,45,29,79
"2011","Garthdee - 02","S01006527",315,13,32,31,31,40,46,28,38,56
"2011","Garthdee - 03","S01006528",486,27,61,45,69,53,50,65,39,77
"2011","Garthdee - 04","S01006529",472,24,92,64,56,65,38,49,20,64
"2011","Garthdee - 05","S01006530",391,23,49,29,43,56,51,50,28,62
"2011","Garthdee - 06","S01006531",433,18,46,35,50,48,57,39,38,102
"2011","Braeside, Mannofield, Broomhill and Seafield East - 01","S01006532",353,44,110,51,47,27,19,29,9,17
"2011","Braeside, Mannofield, Broomhill and Seafield East - 02","S01006533",401,56,146,74,35,25,13,19,13,20
"2011","Braeside, Mannofield, Broomhill and Seafield East - 03","S01006534",494,63,185,86,49,32,17,19,12,31
"2011","Braeside, Mannofield, Broomhill and Seafield East - 04","S01006535",679,55,222,122,77,59,25,40,25,54
"2011","Braeside, Mannofield, Broomhill and Seafield East - 05","S01006536",731,61,199,162,85,51,29,56,38,50
"2011","Braeside, Mannofield, Broomhill and Seafield South - 01","S01006537",358,42,109,55,45,26,28,20,14,19
"2011","Braeside, Mannofield, Broomhill and Seafield South - 02","S01006538",291,32,89,47,31,27,12,20,12,21
"2011","Braeside, Mannofield, Broomhill and Seafield South - 03","S01006539",370,47,118,77,39,22,17,25,10,15
"2011","Braeside, Mannofield, Broomhill and Seafield South - 04","S01006540",535,58,163,95,76,38,32,36,13,24
"2011","Braeside, Mannofield, Broomhill and Seafield South - 05","S01006541",366,49,106,66,60,24,21,10,11,19
"2011","Braeside, Mannofield, Broomhill and Seafield North - 01","S01006542",470,58,162,81,63,28,25,22,15,16
"2011","Braeside, Mannofield, Broomhill and Seafield North - 02","S01006543",371,50,110,54,63,35,19,12,15,13
"2011","Braeside, Mannofield, Broomhill and Seafield North - 03","S01006544",634,92,245,95,62,46,19,32,23,20
"2011","Braeside, Mannofield, Broomhill and Seafield North - 04","S01006545",558,63,170,107,66,38,24,31,28,31
"2011","Braeside, Mannofield, Broomhill and Seafield North - 05","S01006546",315,46,100,48,45,27,13,16,13,7
"2011","Hazlehead - 01","S01006547",415,72,103,42,52,19,30,25,29,43
"2011","Hazlehead - 02","S01006548",339,42,105,62,40,28,16,17,13,16
"2011","Hazlehead - 03","S01006549",398,62,131,52,45,33,15,27,18,15
"2011","Hazlehead - 04","S01006550",429,57,128,64,71,35,18,20,14,22
"2011","Hazlehead - 05","S01006551",315,22,58,29,38,35,36,17,26,54
"2011","Hazlehead - 06","S01006552",521,51,168,80,73,38,41,24,19,27
"2011","Summerhill - 01","S01006553",348,38,76,51,44,33,36,21,22,27
"2011","Summerhill - 02","S01006554",375,28,86,43,41,45,34,22,29,47
"2011","Summerhill - 03","S01006555",455,32,81,48,57,46,44,28,45,74
"2011","Summerhill - 04","S01006556",383,24,40,33,46,56,48,27,42,67
"2011","Summerhill - 05","S01006557",359,22,33,29,48,46,60,25,33,63
"2011","Midstocket - 01","S01006558",409,27,171,72,42,39,7,25,11,15
"2011","Midstocket - 02","S01006559",325,40,143,59,28,12,8,22,4,9
"2011","Midstocket - 03","S01006560",517,73,218,76,46,31,19,13,14,27
"2011","Midstocket - 04","S01006561",398,44,172,54,35,21,18,21,12,21
"2011","Midstocket - 05","S01006562",352,41,114,39,48,24,21,21,17,27
"2011","Midstocket - 06","S01006563",408,26,176,48,41,34,18,22,21,22
"2011","Rosemount - 01","S01006564",585,38,146,91,46,52,46,58,30,78
"2011","Rosemount - 02","S01006565",608,41,143,94,65,56,35,67,27,80
"2011","Rosemount - 03","S01006566",484,34,170,77,48,42,24,31,16,42
"2011","Rosemount - 04","S01006567",500,24,106,92,51,52,34,44,28,69
"2011","Rosemount - 05","S01006568",706,42,251,118,60,61,39,55,29,51
"2011","Rosemount - 06","S01006569",351,31,119,52,29,28,24,20,12,36
"2011","Rosemount - 07","S01006570",445,52,163,77,40,29,22,16,15,31
"2011","West End North - 01","S01006571",525,59,191,92,54,35,20,28,12,34
"2011","West End North - 02","S01006572",453,90,186,59,37,22,22,15,12,10
"2011","West End North - 03","S01006573",390,72,166,44,37,19,12,12,14,14
"2011","West End North - 04","S01006574",510,97,192,78,41,25,22,20,16,19
"2011","West End South - 01","S01006575",531,78,207,72,51,36,17,30,17,23
"2011","West End South - 02","S01006576",435,49,165,76,39,28,13,21,16,28
"2011","West End South - 03","S01006577",510,44,182,87,60,40,24,35,15,23
"2011","West End South - 04","S01006578",742,48,224,134,76,65,39,54,32,70
"2011","West End South - 05","S01006579",709,48,210,121,77,61,38,47,38,69
"2011","West End South - 06","S01006580",492,37,177,87,47,36,17,34,24,33
"2011","West End South - 07","S01006581",478,65,177,74,48,26,20,28,21,19
"2011","City Centre West - 01","S01006582",610,46,180,80,70,35,32,51,36,80
"2011","City Centre West - 02","S01006583",507,23,157,82,54,33,27,52,17,62
"2011","City Centre West - 03","S01006584",439,34,128,82,39,40,23,35,16,42
"2011","City Centre West - 04","S01006585",469,26,91,55,50,50,38,50,30,79
"2011","City Centre West - 05","S01006586",648,46,153,84,68,56,34,78,32,97
"2011","City Centre East - 01","S01006587",370,30,73,46,44,41,33,38,17,48
"2011","City Centre East - 02","S01006588",424,37,86,56,40,27,39,53,16,70
"2011","City Centre East - 03","S01006589",438,22,71,55,35,53,32,57,25,88
"2011","City Centre East - 04","S01006590",480,46,124,79,49,42,39,49,16,36
"2011","Ferryhill North - 01","S01006591",530,39,153,72,67,49,37,45,19,49
"2011","Ferryhill North - 02","S01006592",512,38,161,110,44,59,22,23,29,26
"2011","Ferryhill North - 03","S01006593",550,36,178,110,43,53,24,38,31,37
"2011","Ferryhill North - 04","S01006594",336,27,88,46,48,30,29,24,15,29
"2011","Ferryhill North - 05","S01006595",685,55,214,128,93,45,29,52,29,40
"2011","Ferryhill North - 06","S01006596",488,46,176,75,48,46,25,29,23,20
"2011","Ferryhill North - 07","S01006597",408,20,111,72,43,46,29,28,20,39
"2011","Ferryhill South - 01","S01006598",572,69,211,97,57,54,23,19,23,19
"2011","Ferryhill South - 02","S01006599",450,36,88,56,59,56,31,44,32,48
"2011","Ferryhill South - 03","S01006600",603,51,171,102,78,57,44,36,31,33
"2011","Ferryhill South - 04","S01006601",644,47,186,98,91,70,33,48,23,48
"2011","Ferryhill South - 05","S01006602",433,61,168,66,34,32,13,22,15,22
"2011","Kincorth, Leggart and Nigg North - 01","S01006603",391,14,21,36,59,63,43,40,37,78
"2011","Kincorth, Leggart and Nigg North - 02","S01006604",355,23,32,36,55,45,36,34,38,56
"2011","Kincorth, Leggart and Nigg North - 03","S01006605",364,11,33,33,41,55,40,28,55,68
"2011","Kincorth, Leggart and Nigg North - 04","S01006606",403,40,71,56,55,50,26,21,39,45
"2011","Kincorth, Leggart and Nigg North - 05","S01006607",493,19,49,45,79,73,46,48,55,79
"2011","Kincorth, Leggart and Nigg South - 01","S01006608",391,28,70,58,60,65,23,18,39,30
"2011","Kincorth, Leggart and Nigg South - 02","S01006609",530,26,41,49,79,84,57,42,58,94
"2011","Kincorth, Leggart and Nigg South - 03","S01006610",231,18,10,22,31,44,28,22,24,32
"2011","Kincorth, Leggart and Nigg South - 04","S01006611",437,18,37,47,68,55,46,53,45,68
"2011","Kincorth, Leggart and Nigg South - 05","S01006612",489,25,68,58,75,60,60,41,49,53
"2011","Cove South - 01","S01006613",402,30,52,72,88,54,26,29,28,23
"2011","Cove South - 02","S01006614",408,27,86,82,64,50,24,20,33,22
"2011","Cove South - 03","S01006615",453,53,80,80,75,49,32,25,36,23
"2011","Cove South - 04","S01006616",573,27,84,78,103,85,49,60,56,31
"2011","Cove South - 05","S01006617",398,40,44,57,70,49,33,31,43,31
"2011","Cove South - 06","S01006618",334,34,41,46,53,58,27,24,25,26
"2011","Cove North - 01","S01006619",533,32,74,69,72,83,50,48,45,60
"2011","Cove North - 02","S01006620",544,31,68,76,80,78,46,62,54,49
"2011","Cove North - 03","S01006621",314,20,35,44,40,50,29,30,31,35
"2011","Cove North - 04","S01006622",462,37,70,70,85,70,33,34,33,30
"2011","Cove North - 05","S01006623",418,21,46,47,52,64,40,39,46,63
"2011","Torry West - 01","S01006624",539,19,70,49,50,91,46,42,62,110
"2011","Torry West - 02","S01006625",369,19,32,36,45,62,43,30,36,66
"2011","Torry West - 03","S01006626",384,14,16,28,46,69,43,41,28,99
"2011","Torry West - 04","S01006627",564,30,65,63,62,86,55,34,63,106
"2011","Torry West - 05","S01006628",730,18,100,65,51,112,77,60,69,178
"2011","Torry West - 06","S01006629",360,16,19,26,31,56,47,30,44,91
"2011","Torry West - 07","S01006630",283,13,9,9,30,41,56,25,37,63
"2011","Torry East - 01","S01006631",489,25,45,39,52,67,57,43,48,113
"2011","Torry East - 02","S01006632",408,16,39,38,31,58,54,34,48,90
"2011","Torry East - 03","S01006633",308,7,11,23,31,43,23,34,47,89
"2011","Torry East - 04","S01006634",271,14,14,11,20,50,36,19,33,74
"2011","Torry East - 05","S01006635",327,7,31,21,33,53,46,28,47,61
"2011","Torry East - 06","S01006636",374,7,15,17,34,43,46,46,77,89
"2011","Hanover South - 01","S01006637",427,30,90,58,48,42,31,43,21,64
"2011","Hanover South - 02","S01006638",521,28,91,67,67,36,41,67,23,101
"2011","Hanover South - 03","S01006639",524,29,80,76,53,47,46,69,38,86
"2011","Hanover South - 04","S01006640",476,35,125,82,49,50,22,51,16,46
"2011","Hanover North - 01","S01006641",675,23,155,96,80,64,54,72,34,97
"2011","Hanover North - 02","S01006642",636,25,104,88,59,50,54,126,25,105
"2011","Hanover North - 03","S01006643",497,23,103,77,60,33,34,77,19,71
"2011","Hanover North - 04","S01006644",597,28,122,73,61,43,55,82,41,92
"2011","George Street - 01","S01006645",347,19,44,37,36,40,38,46,25,62
"2011","George Street - 02","S01006646",433,24,62,53,34,24,28,96,21,91
"2011","George Street - 03","S01006647",344,28,35,47,42,29,36,45,26,56
"2011","George Street - 04","S01006648",930,54,118,103,93,75,67,158,47,215
"2011","George Street - 05","S01006649",622,17,132,79,75,58,50,73,41,97
"2011","George Street - 06","S01006650",532,25,96,64,57,62,41,58,20,109
"2011","George Street - 07","S01006651",336,15,62,41,36,35,17,39,25,66
"2011","George Street - 08","S01006652",365,24,74,57,41,39,19,51,15,45
"2011","Ashgrove - 01","S01006653",356,24,123,58,26,26,28,28,11,32
"2011","Ashgrove - 02","S01006654",464,24,81,46,52,51,62,36,29,83
"2011","Ashgrove - 03","S01006655",378,37,142,52,39,24,22,24,13,25
"2011","Ashgrove - 04","S01006656",610,28,160,89,63,62,42,57,33,76
"2011","Ashgrove - 05","S01006657",326,17,63,29,40,31,34,36,22,54
"2011","Froghall, Powis and Sunnybank - 01","S01006658",547,22,80,51,40,68,53,74,37,122
"2011","Froghall, Powis and Sunnybank - 02","S01006659",330,20,81,44,37,29,25,35,10,49
"2011","Froghall, Powis and Sunnybank - 03","S01006660",256,12,37,26,21,32,24,26,13,65
"2011","Froghall, Powis and Sunnybank - 04","S01006661",334,16,80,39,46,26,19,43,12,53
"2011","Froghall, Powis and Sunnybank - 05","S01006662",333,18,32,30,24,34,35,46,24,90
"2011","Froghall, Powis and Sunnybank - 06","S01006663",286,19,58,34,33,25,14,36,7,60
"2011","Froghall, Powis and Sunnybank - 07","S01006664",289,10,50,47,16,24,16,60,17,49
"2011","Froghall, Powis and Sunnybank - 08","S01006665",367,29,65,34,38,36,18,54,10,83
"2011","Seaton - 01","S01006666",367,14,24,28,24,66,57,23,39,92
"2011","Seaton - 02","S01006667",341,13,28,30,27,41,36,33,57,76
"2011","Seaton - 03","S01006668",484,22,105,66,49,27,39,86,17,73
"2011","Seaton - 04","S01006669",419,21,85,38,38,38,50,42,27,80
"2011","Seaton - 05","S01006670",464,21,60,58,60,36,28,96,20,85
"2011","Old Aberdeen - 01","S01006671",604,33,67,47,41,22,53,146,16,179
"2011","Old Aberdeen - 02","S01006672",373,14,49,25,32,33,47,54,34,85
"2011","Old Aberdeen - 03","S01006673",433,21,72,37,38,52,54,39,27,93
"2011","Old Aberdeen - 04","S01006674",399,18,26,24,35,70,48,36,46,96
"2011","Tillydrone - 01","S01006675",333,8,25,10,23,44,36,25,46,116
"2011","Tillydrone - 02","S01006676",342,11,44,16,23,40,49,32,44,83
"2011","Tillydrone - 03","S01006677",365,20,22,37,30,51,45,44,39,77
"2011","Tillydrone - 04","S01006678",548,21,25,48,38,89,57,42,68,160
"2011","Tillydrone - 05","S01006679",381,22,63,39,57,45,37,33,38,47
"2011","Tillydrone - 06","S01006680",414,17,24,20,27,78,56,29,48,115
"2011","Woodside - 01","S01006681",415,22,52,72,51,49,31,41,43,54
"2011","Woodside - 02","S01006682",401,16,44,16,21,58,39,29,52,126
"2011","Woodside - 03","S01006683",453,14,51,33,35,50,67,47,43,113
"2011","Woodside - 04","S01006684",382,18,32,31,31,50,49,43,55,73
"2011","Woodside - 05","S01006685",407,25,43,45,50,51,40,33,35,85
"2011","Hilton - 01","S01006686",326,14,37,37,30,41,50,31,27,59
"2011","Hilton - 02","S01006687",438,15,63,57,47,56,51,44,42,63
"2011","Hilton - 03","S01006688",409,39,66,54,56,59,48,28,26,33
"2011","Hilton - 04","S01006689",388,41,141,47,52,34,20,23,14,16
"2011","Hilton - 05","S01006690",320,20,94,48,40,19,13,28,19,39
"2011","Hilton - 06","S01006691",332,16,103,39,47,28,19,19,15,46
"2011","Hilton - 07","S01006692",381,31,113,52,37,36,19,28,33,32
"2011","Hilton - 08","S01006693",565,41,111,55,68,82,45,53,33,77
"2011","Stockethill - 01","S01006694",324,10,22,29,38,43,45,26,36,75
"2011","Stockethill - 02","S01006695",361,22,45,21,48,56,41,34,35,59
"2011","Stockethill - 03","S01006696",396,13,47,30,52,45,43,37,42,87
"2011","Stockethill - 04","S01006697",473,24,56,35,59,65,61,40,50,83
"2011","Stockethill - 05","S01006698",318,5,47,35,42,39,32,23,28,67
"2011","Stockethill - 06","S01006699",268,19,43,33,35,28,25,13,22,50
"2011","Stockethill - 07","S01006700",419,34,85,53,42,42,42,24,41,56
"2011","Mastrick - 01","S01006701",331,14,23,23,35,59,30,43,36,68
"2011","Mastrick - 02","S01006702",402,13,23,28,47,64,60,34,53,80
"2011","Mastrick - 03","S01006703",321,12,30,27,31,38,48,30,45,60
"2011","Mastrick - 04","S01006704",272,12,16,19,41,42,33,17,32,60
"2011","Mastrick - 05","S01006705",355,18,18,20,43,61,42,28,62,63
"2011","Mastrick - 06","S01006706",321,9,32,34,40,54,49,26,30,47
"2011","Mastrick - 07","S01006707",331,15,35,27,41,43,43,23,34,70
"2011","Sheddocksley - 01","S01006708",383,14,47,36,53,56,55,28,37,57
"2011","Sheddocksley - 02","S01006709",412,21,25,28,62,57,60,44,52,63
"2011","Sheddocksley - 03","S01006710",447,22,31,50,63,60,67,42,59,53
"2011","Sheddocksley - 04","S01006711",473,20,43,52,64,64,54,57,50,69
"2011","Sheddocksley - 05","S01006712",251,15,24,26,32,44,27,19,23,41
"2011","Sheddocksley - 06","S01006713",466,14,30,46,59,67,59,42,61,88
"2011","Cummings Park - 01","S01006714",342,9,35,29,52,44,43,18,53,59
"2011","Cummings Park - 02","S01006715",266,8,25,15,16,30,39,21,33,79
"2011","Cummings Park - 03","S01006716",317,10,27,30,33,50,46,25,29,67
"2011","Cummings Park - 04","S01006717",479,16,33,36,61,84,65,47,53,84
"2011","Cummings Park - 05","S01006718",310,23,18,15,20,48,55,27,44,60
"2011","Northfield - 01","S01006719",459,23,44,45,45,64,58,35,50,95
"2011","Northfield - 02","S01006720",311,11,21,36,27,56,46,16,38,60
"2011","Northfield - 03","S01006721",450,21,36,38,47,59,49,36,77,87
"2011","Northfield - 04","S01006722",372,15,32,32,33,51,64,27,46,72
"2011","Northfield - 05","S01006723",325,20,32,28,45,42,39,25,31,63
"2011","Northfield - 06","S01006724",402,15,23,26,28,67,44,45,49,105
"2011","Northfield - 07","S01006725",334,21,18,22,32,51,48,43,42,57
"2011","Heathryfold and Middlefield - 01","S01006726",615,18,31,39,37,92,76,58,71,193
"2011","Heathryfold and Middlefield - 02","S01006727",413,10,14,27,40,70,46,38,48,120
"2011","Heathryfold and Middlefield - 03","S01006728",367,23,38,28,37,58,44,31,38,70
"2011","Heathryfold and Middlefield - 04","S01006729",360,12,24,31,30,59,52,22,33,97
"2011","Heathryfold and Middlefield - 05","S01006730",389,16,33,38,50,60,46,29,41,76
"2011","Heathryfold and Middlefield - 06","S01006731",291,16,14,30,36,57,34,22,39,43
"2011","Kingswells - 01","S01006732",542,71,128,77,61,64,31,33,19,58
"2011","Kingswells - 02","S01006733",465,54,151,73,71,30,25,22,25,14
"2011","Kingswells - 03","S01006734",527,56,168,83,65,46,28,23,33,25
"2011","Kingswells - 04","S01006735",288,35,89,48,39,20,12,16,17,12
"2011","Kingswells - 05","S01006736",653,67,173,114,95,58,46,34,39,27
"2011","Kingswells - 06","S01006737",338,50,74,41,47,45,18,18,20,25
"2011","Bucksburn South - 01","S01006738",577,32,73,95,78,84,58,41,52,64
"2011","Bucksburn South - 02","S01006739",410,27,65,61,65,62,36,26,32,36
"2011","Bucksburn South - 03","S01006740",392,16,42,52,57,54,31,31,52,57
"2011","Bucksburn South - 04","S01006741",317,13,34,23,48,44,29,23,45,58
"2011","Bucksburn South - 05","S01006742",208,8,25,22,31,19,20,20,24,39
"2011","Bucksburn North - 01","S01006743",321,20,49,37,44,46,29,41,26,29
"2011","Bucksburn North - 02","S01006744",384,23,55,46,49,45,40,37,45,44
"2011","Bucksburn North - 03","S01006745",408,22,43,45,48,58,40,35,52,65
"2011","Bucksburn North - 04","S01006746",426,16,42,41,68,59,53,54,56,37
"2011","Bucksburn North - 05","S01006747",410,25,73,71,64,55,40,27,24,31
"2011","Bucksburn North - 06","S01006748",482,44,76,60,63,80,45,34,37,43
"2011","Dyce - 01","S01006749",513,29,53,60,75,70,53,45,57,71
"2011","Dyce - 02","S01006750",354,28,32,44,40,55,37,25,44,49
"2011","Dyce - 03","S01006751",250,21,28,29,28,30,29,26,25,34
"2011","Dyce - 04","S01006752",347,20,37,39,50,51,35,28,31,56
"2011","Dyce - 05","S01006753",498,42,90,73,61,64,29,39,49,51
"2011","Dyce - 06","S01006754",493,41,96,73,69,57,31,40,48,38
"2011","Dyce - 07","S01006755",440,42,85,77,58,64,22,23,35,34
"2011","Danestone - 01","S01006756",431,53,138,89,48,38,11,20,19,15
"2011","Danestone - 02","S01006757",499,34,85,103,77,74,26,34,33,33
"2011","Danestone - 03","S01006758",459,42,92,71,64,52,28,41,34,35
"2011","Danestone - 04","S01006759",352,21,63,57,64,45,26,29,27,20
"2011","Danestone - 05","S01006760",327,24,57,55,65,35,24,24,24,19
"2011","Danestone - 06","S01006761",439,33,63,74,72,45,23,46,47,36
"2011","Oldmachar West - 01","S01006762",384,35,72,45,59,68,34,26,23,22
"2011","Oldmachar West - 02","S01006763",569,50,102,94,94,68,41,46,36,38
"2011","Oldmachar West - 03","S01006764",543,41,79,90,87,75,41,41,32,57
"2011","Oldmachar West - 04","S01006765",404,27,55,75,63,51,33,38,29,33
"2011","Oldmachar West - 05","S01006766",385,46,76,69,47,34,32,31,16,34
"2011","Oldmachar West - 06","S01006767",424,24,57,65,63,60,37,46,28,44
"2011","Oldmachar East - 01","S01006768",381,54,84,44,53,39,23,40,17,27
"2011","Oldmachar East - 02","S01006769",568,35,80,83,77,85,59,52,49,48
"2011","Oldmachar East - 03","S01006770",397,21,65,56,76,45,37,36,31,30
"2011","Oldmachar East - 04","S01006771",289,28,45,51,47,38,17,31,13,19
"2011","Oldmachar East - 05","S01006772",545,43,96,81,90,79,34,48,39,35
"2011","Oldmachar East - 06","S01006773",398,31,57,63,68,53,26,39,39,22
"2011","Oldmachar East - 07","S01006774",420,34,58,58,78,51,29,47,30,35
"2011","Balgownie and Donmouth West - 01","S01006775",373,25,48,57,59,39,26,29,48,42
"2011","Balgownie and Donmouth West - 02","S01006776",249,16,22,22,37,34,28,20,34,36
"2011","Balgownie and Donmouth West - 03","S01006777",388,25,62,46,68,52,33,36,25,41
"2011","Balgownie and Donmouth West - 04","S01006778",368,24,45,46,59,51,31,43,23,46
"2011","Balgownie and Donmouth West - 05","S01006779",311,19,28,29,45,37,34,28,43,48
"2011","Balgownie and Donmouth West - 06","S01006780",316,31,38,50,37,40,29,36,23,32
"2011","Balgownie and Donmouth East - 01","S01006781",361,29,57,36,64,49,27,30,23,46
"2011","Balgownie and Donmouth East - 02","S01006782",452,46,83,64,64,64,31,33,35,32
"2011","Balgownie and Donmouth East - 03","S01006783",320,19,42,42,48,44,25,39,33,28
"2011","Balgownie and Donmouth East - 04","S01006784",375,23,83,73,47,43,26,22,29,29
"2011","Denmore - 01","S01006785",381,37,63,56,59,39,28,39,21,39
"2011","Denmore - 02","S01006786",482,56,106,84,66,43,27,41,30,29
"2011","Denmore - 03","S01006787",361,34,55,41,63,48,27,29,33,31
"2011","Denmore - 04","S01006788",476,44,90,88,60,54,29,38,33,40
"2011","East Cairngorms - 01","S01006789",310,44,30,33,25,49,42,29,30,28
"2011","East Cairngorms - 02","S01006790",403,54,41,32,41,73,35,31,34,62
"2011","East Cairngorms - 03","S01006791",274,31,34,27,16,84,25,11,15,31
"2011","East Cairngorms - 04","S01006792",268,28,38,28,18,54,36,14,23,29
"2011","East Cairngorms - 05","S01006793",315,63,25,23,22,62,29,22,18,51
"2011","Aboyne and South Deeside - 01","S01006794",271,18,41,26,20,47,35,17,27,40
"2011","Aboyne and South Deeside - 02","S01006795",335,46,89,35,35,37,35,10,20,28
"2011","Aboyne and South Deeside - 03","S01006796",280,26,58,40,29,51,25,12,17,22
"2011","Aboyne and South Deeside - 04","S01006797",347,53,74,42,28,58,36,5,23,28
"2011","Aboyne and South Deeside - 05","S01006798",354,59,57,37,37,73,24,15,20,32
"2011","Aboyne and South Deeside - 06","S01006799",445,28,51,60,46,74,56,40,41,49
"2011","Aboyne and South Deeside - 07","S01006800",434,54,115,54,36,63,21,30,24,37
"2011","Mearns and Laurencekirk - 01","S01006801",476,46,102,53,56,91,33,20,41,34
"2011","Mearns and Laurencekirk - 02","S01006802",350,35,51,29,29,75,38,21,32,40
"2011","Mearns and Laurencekirk - 03","S01006803",342,25,33,38,30,71,49,24,34,38
"2011","Mearns and Laurencekirk - 04","S01006804",408,41,79,52,41,62,38,17,43,35
"2011","Mearns and Laurencekirk - 05","S01006805",617,52,98,72,56,104,70,40,64,61
"2011","Mearns South and Benholm - 01","S01006806",580,57,113,54,66,108,48,21,60,53
"2011","Mearns South and Benholm - 02","S01006807",343,29,58,48,40,52,32,14,33,37
"2011","Mearns South and Benholm - 03","S01006808",326,46,72,49,38,45,31,9,18,18
"2011","Mearns South and Benholm - 04","S01006809",374,41,39,48,37,50,37,22,46,54
"2011","Mearns South and Benholm - 05","S01006810",441,47,97,58,27,76,34,30,46,26
"2011","Mearns North and Inverbervie - 01","S01006811",581,62,135,79,55,87,34,21,52,56
"2011","Mearns North and Inverbervie - 02","S01006812",441,36,84,55,46,79,31,26,47,37
"2011","Mearns North and Inverbervie - 03","S01006813",417,39,45,54,37,82,38,31,49,42
"2011","Mearns North and Inverbervie - 04","S01006814",417,56,92,66,45,54,30,27,24,23
"2011","Mearns North and Inverbervie - 05","S01006815",290,21,22,37,30,46,31,28,27,48
"2011","Mearns North and Inverbervie - 06","S01006816",372,50,54,49,43,50,38,28,32,28
"2011","Mearns North and Inverbervie - 07","S01006817",365,29,75,40,25,61,28,16,31,60
"2011","Fetteresso, Netherley and Catter - 01","S01006818",414,47,73,50,48,85,30,21,30,30
"2011","Fetteresso, Netherley and Catter - 02","S01006819",492,64,106,77,47,82,36,11,28,41
"2011","Fetteresso, Netherley and Catter - 03","S01006820",257,36,75,25,38,31,12,8,19,13
"2011","Fetteresso, Netherley and Catter - 04","S01006821",358,60,72,43,43,51,19,15,34,21
"2011","Fetteresso, Netherley and Catter - 05","S01006822",451,64,83,59,40,79,35,30,29,32
"2011","Stonehaven South - 01","S01006823",369,26,109,58,52,43,19,22,18,22
"2011","Stonehaven South - 02","S01006824",414,21,36,43,39,76,51,29,46,73
"2011","Stonehaven South - 03","S01006825",475,23,71,60,71,62,54,37,44,53
"2011","Stonehaven South - 04","S01006826",492,59,106,70,55,55,33,41,33,40
"2011","Stonehaven South - 05","S01006827",459,38,84,53,59,59,45,28,29,64
"2011","Stonehaven South - 06","S01006828",504,52,81,56,75,89,40,35,28,48
"2011","Stonehaven South - 07","S01006829",238,24,67,51,20,25,15,9,14,13
"2011","Stonehaven North - 01","S01006830",403,23,60,52,55,59,35,55,26,38
"2011","Stonehaven North - 02","S01006831",267,28,60,39,40,27,17,26,15,15
"2011","Stonehaven North - 03","S01006832",526,84,122,69,63,53,44,25,30,36
"2011","Stonehaven North - 04","S01006833",219,28,72,35,23,19,6,12,9,15
"2011","Stonehaven North - 05","S01006834",305,52,78,58,30,24,12,16,13,22
"2011","Stonehaven North - 06","S01006835",403,51,84,62,25,61,37,32,22,29
"2011","Stonehaven North - 07","S01006836",295,31,76,49,33,31,18,25,13,19
"2011","Stonehaven North - 08","S01006837",312,31,68,41,38,43,21,18,19,33
"2011","Stonehaven North - 09","S01006838",370,28,85,51,44,56,26,27,21,32
"2011","Newtonhill - 01","S01006839",588,40,98,91,90,80,52,60,31,46
"2011","Newtonhill - 02","S01006840",559,56,125,96,84,68,36,34,35,25
"2011","Newtonhill - 03","S01006841",556,44,126,90,84,53,37,48,35,39
"2011","Portlethen - 01","S01006842",497,38,75,70,96,64,29,47,38,40
"2011","Portlethen - 02","S01006843",514,37,66,68,107,67,41,56,41,31
"2011","Portlethen - 03","S01006844",454,26,52,69,79,63,46,40,39,40
"2011","Portlethen - 04","S01006845",605,57,99,85,99,84,43,58,39,41
"2011","Portlethen - 05","S01006846",345,21,45,35,51,68,29,39,27,30
"2011","Portlethen - 06","S01006847",413,37,64,63,63,58,37,41,24,26
"2011","Banchory-Devenick and Findon - 01","S01006848",486,81,113,55,46,50,20,19,50,52
"2011","Banchory-Devenick and Findon - 02","S01006849",583,63,110,100,84,74,44,28,41,39
"2011","Banchory-Devenick and Findon - 03","S01006850",602,45,71,78,80,94,55,79,46,54
"2011","Banchory-Devenick and Findon - 04","S01006851",424,27,43,58,70,56,34,39,44,53
"2011","Banchory-Devenick and Findon - 05","S01006852",339,44,54,51,49,50,16,30,25,20
"2011","Dunecht, Durris and Drumoak - 01","S01006853",473,74,146,52,43,59,31,12,33,23
"2011","Dunecht, Durris and Drumoak - 02","S01006854",434,48,89,58,48,65,32,34,34,26
"2011","Dunecht, Durris and Drumoak - 03","S01006855",427,72,100,64,48,66,25,14,10,28
"2011","Dunecht, Durris and Drumoak - 04","S01006856",373,54,88,45,37,65,27,20,17,20
"2011","Dunecht, Durris and Drumoak - 05","S01006857",580,71,118,70,65,128,35,19,29,45
"2011","Dunecht, Durris and Drumoak - 06","S01006858",354,33,93,46,37,66,20,7,27,25
"2011","Banchory East - 01","S01006859",569,86,143,91,64,52,47,25,30,31
"2011","Banchory East - 02","S01006860",291,14,36,23,22,45,38,35,29,49
"2011","Banchory East - 03","S01006861",319,40,90,54,36,23,17,20,15,24
"2011","Banchory East - 04","S01006862",365,32,65,46,39,54,37,33,28,31
