"date","geography","geography code","Age: All categories: Age; measures: Value","Age: Age under 1; measures: Value","Age: Age 1; measures: Value","Age: Age 2; measures: Value","Age: Age 3; measures: Value","Age: Age 4; measures: Value","Age: Age 5; measures: Value","Age: Age 6; measures: Value","Age: Age 7; measures: Value","Age: Age 8; measures: Value","Age: Age 9; measures: Value","Age: Age 10; measures: Value","Age: Age 11; measures: Value","Age: Age 12; measures: Value","Age: Age 13; measures: Value","Age: Age 14; measures: Value","Age: Age 15; measures: Value","Age: Age 16; measures: Value","Age: Age 17; measures: Value","Age: Age 18; measures: Value","Age: Age 19; measures: Value","Age: Age 20; measures: Value","Age: Age 21; measures: Value","Age: Age 22; measures: Value","Age: Age 23; measures: Value","Age: Age 24; measures: Value","Age: Age 25; measures: Value","Age: Age 26; measures: Value","Age: Age 27; measures: Value","Age: Age 28; measures: Value","Age: Age 29; measures: Value","Age: Age 30; measures: Value","Age: Age 31; measures: Value","Age: Age 32; measures: Value","Age: Age 33; measures: Value","Age: Age 34; measures: Value","Age: Age 35; measures: Value","Age: Age 36; measures: Value","Age: Age 37; measures: Value","Age: Age 38; measures: Value","Age: Age 39; measures: Value","Age: Age 40; measures: Value","Age: Age 41; measures: Value","Age: Age 42; measures: Value","Age: Age 43; measures: Value","Age: Age 44; measures: Value","Age: Age 45; measures: Value","Age: Age 46; measures: Value","Age: Age 47; measures: Value","Age: Age 48; measures: Value","Age: Age 49; measures: Value","Age: Age 50; measures: Value","Age: Age 51; measures: Value","Age: Age 52; measures: Value","Age: Age 53; measures: Value","Age: Age 54; measures: Value","Age: Age 55; measures: Value","Age: Age 56; measures: Value","Age: Age 57; measures: Value","Age: Age 58; measures: Value","Age: Age 59; measures: Value","Age: Age 60; measures: Value","Age: Age 61; measures: Value","Age: Age 62; measures: Value","Age: Age 63; measures: Value","Age: Age 64; measures: Value","Age: Age 65; measures: Value","Age: Age 66; measures: Value","Age: Age 67; measures: Value","Age: Age 68; measures: Value","Age: Age 69; measures: Value","Age: Age 70; measures: Value","Age: Age 71; measures: Value","Age: Age 72; measures: Value","Age: Age 73; measures: Value","Age: Age 74; measures: Value","Age: Age 75; measures: Value","Age: Age 76; measures: Value","Age: Age 77; measures: Value","Age: Age 78; measures: Value","Age: Age 79; measures: Value","Age: Age 80; measures: Value","Age: Age 81; measures: Value","Age: Age 82; measures: Value","Age: Age 83; measures: Value","Age: Age 84; measures: Value","Age: Age 85; measures: Value","Age: Age 86; measures: Value","Age: Age 87; measures: Value","Age: Age 88; measures: Value","Age: Age 89; measures: Value","Age: Age 90; measures: Value","Age: Age 91; measures: Value","Age: Age 92; measures: Value","Age: Age 93; measures: Value","Age: Age 94; measures: Value","Age: Age 95; measures: Value","Age: Age 96; measures: Value","Age: Age 97; measures: Value","Age: Age 98; measures: Value","Age: Age 99; measures: Value","Age: Age 100 and over; measures: Value"
"2011","N00000001 (Aldergrove ward)","N00000001",1113,40,36,34,40,27,33,28,24,14,20,12,22,8,7,6,5,10,6,3,7,14,26,37,29,34,47,40,35,32,54,39,37,41,20,25,30,23,25,21,22,23,11,11,8,8,3,3,5,3,4,3,3,1,1,1,0,3,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2011","N00000002 (Aldergrove ward)","N00000002",351,8,4,7,4,6,6,8,2,7,6,5,1,3,5,7,3,2,6,3,4,1,2,3,3,3,3,3,3,5,5,6,8,10,1,4,6,6,2,6,9,8,11,4,3,1,3,4,3,6,5,6,7,1,5,6,3,2,4,6,3,4,5,5,1,6,3,7,6,3,4,3,3,3,1,0,1,2,3,4,0,2,1,1,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2011","N00000003 (Aldergrove ward)","N00000003",237,0,1,0,3,1,2,0,3,3,7,3,6,13,8,3,5,4,5,2,1,0,3,0,2,1,2,0,2,1,1,1,1,1,4,1,2,2,0,1,3,3,5,8,8,3,5,6,3,10,5,6,4,5,7,2,1,2,5,2,3,4,1,3,5,0,2,4,3,1,2,2,1,3,0,2,2,0,1,1,2,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2011","N00000004 (Aldergrove ward)","N00000004",616,7,9,5,6,6,7,3,8,7,14,11,11,13,11,16,16,11,16,9,12,9,9,5,8,6,8,3,1,8,5,4,7,2,9,1,5,4,10,10,8,7,10,8,10,14,12,11,13,17,17,9,12,9,7,4,12,11,9,7,7,7,5,7,9,8,6,8,5,5,3,4,1,0,4,1,1,3,3,2,3,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2011","N00000005 (Aldergrove ward)","N00000005",374,6,6,3,8,3,9,7,3,7,3,11,2,9,5,3,8,6,5,4,5,1,4,7,6,5,5,8,1,4,3,2,4,4,3,4,1,3,5,4,4,11,15,8,5,9,4,6,8,7,7,4,3,7,5,3,1,7,6,6,3,4,8,3,7,3,2,3,5,3,3,3,3,2,2,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011","N00000006 (Aldergrove ward)","N00000006",251,1,4,4,5,1,2,4,3,3,3,3,7,3,1,6,3,1,5,2,4,1,1,3,1,4,6,3,5,1,3,3,4,1,3,1,3,3,3,5,5,4,4,3,7,3,3,3,3,5,5,5,4,1,3,1,6,4,5,1,3,3,4,1,5,2,1,0,3,4,0,1,1,2,3,0,3,1,0,1,1,1,1,0,2,1,2,2,3,1,0,2,1,0,0,0,0,1,0,1,0,0
"2011","N00000007 (Aldergrove ward)","N00000007",245,4,2,1,2,3,3,2,3,2,6,4,3,5,3,3,5,4,4,1,3,3,3,3,4,2,3,0,2,2,1,2,1,2,1,5,1,2,1,3,7,5,8,6,6,2,5,2,3,4,5,3,4,3,0,5,4,3,8,4,7,2,0,2,4,3,2,5,1,1,0,5,1,3,0,0,4,1,2,3,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"2011","N00000008 (Aldergrove ward)","N00000008",288,4,1,6,4,0,2,2,3,6,2,1,1,6,1,1,4,3,1,3,2,4,1,4,5,6,5,2,6,5,3,6,7,6,4,2,3,3,5,4,4,8,6,3,3,7,7,9,3,2,6,6,2,3,6,5,5,4,2,5,4,5,4,2,4,3,3,3,2,2,1,0,2,1,3,4,5,1,2,0,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2011","N00000009 (Aldergrove ward)","N00000009",727,18,10,11,11,13,13,11,8,10,12,13,8,4,4,11,6,8,7,5,11,4,9,5,6,8,8,15,11,15,14,16,20,18,24,13,18,17,16,10,16,9,13,10,11,8,10,14,9,9,7,3,10,6,11,5,7,11,4,6,6,8,7,8,4,5,6,4,4,3,3,1,4,4,4,5,3,7,1,2,0,2,3,0,2,3,2,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0
"2011","N00000010 (Aldergrove ward)","N00000010",242,4,0,6,2,5,5,7,1,3,3,4,1,3,3,2,1,5,2,2,4,3,3,3,3,3,3,6,2,5,3,0,1,0,5,1,1,2,4,1,4,4,5,5,1,1,5,5,5,2,3,2,9,2,1,4,3,2,2,3,3,2,5,6,3,1,3,4,4,3,1,1,3,2,0,1,2,1,3,1,4,0,2,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2011","N00000011 (Balloo ward)","N00000011",293,1,5,3,4,1,1,3,0,2,1,6,3,4,3,1,4,3,2,2,5,2,4,5,2,3,6,1,1,2,6,1,3,5,2,3,4,2,0,1,3,3,6,6,6,5,6,5,7,1,1,4,9,4,2,3,4,7,5,1,6,3,1,3,6,3,6,5,2,5,3,3,3,1,4,7,5,2,4,2,3,2,0,0,3,1,4,2,2,1,2,0,0,3,1,0,0,0,0,0,0,0
"2011","N00000012 (Balloo ward)","N00000012",264,1,2,2,2,2,4,1,3,1,3,3,5,1,4,4,4,1,4,3,4,3,1,2,2,4,3,0,6,1,3,2,4,5,3,2,3,4,0,7,12,1,3,7,2,5,2,6,4,1,1,2,4,2,3,3,4,2,3,5,3,2,2,4,4,7,3,3,7,8,4,6,5,5,1,4,2,0,0,1,0,1,1,2,2,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"2011","N00000013 (Balloo ward)","N00000013",268,6,1,4,2,5,3,2,2,0,2,2,4,2,1,3,2,1,6,0,2,3,1,6,3,5,6,3,6,2,3,2,3,7,2,3,2,5,2,3,3,2,5,3,4,3,3,0,9,4,1,3,5,0,4,2,4,3,2,4,7,6,3,5,2,2,0,5,4,3,4,0,1,8,0,7,3,1,1,2,4,2,2,1,2,2,1,4,1,2,0,2,0,0,0,0,0,0,0,0,0,0
"2011","N00000014 (Balloo ward)","N00000014",460,5,9,2,12,3,5,7,2,0,7,4,5,5,5,4,3,4,6,2,3,6,7,5,9,11,10,11,17,8,11,12,11,2,6,5,5,2,5,10,8,4,17,7,9,8,7,4,2,5,4,5,7,4,7,6,7,4,3,3,9,11,4,3,2,5,3,5,4,2,4,6,1,4,4,3,3,4,3,0,1,4,0,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"2011","N00000015 (Balloo ward)","N00000015",226,1,2,1,0,1,0,2,2,3,3,3,3,2,1,3,4,4,0,4,2,3,2,4,1,0,2,1,0,3,2,1,2,1,1,1,6,5,3,0,8,1,2,5,2,5,0,2,3,4,0,2,5,2,3,5,4,4,2,3,4,7,4,3,3,0,3,4,3,4,3,6,3,8,2,3,1,5,3,5,2,0,2,0,0,1,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"2011","N00000016 (Balloo ward)","N00000016",223,1,3,2,0,1,0,1,1,1,3,5,2,2,6,1,3,4,0,0,2,4,3,3,3,1,4,4,3,3,3,2,4,0,1,1,2,5,3,3,4,2,1,4,6,4,2,5,6,3,6,3,0,6,3,3,4,3,2,1,6,3,0,4,3,4,2,2,7,3,2,1,2,2,4,1,1,2,2,0,3,2,2,0,1,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"2011","N00000017 (Ballycraigy ward)","N00000017",340,8,8,5,4,5,3,6,7,4,8,6,5,6,3,6,4,3,3,5,5,9,6,1,7,5,6,3,4,4,3,12,3,3,5,5,6,5,2,0,3,4,5,4,9,5,7,9,5,5,6,3,2,2,4,2,4,2,5,3,3,2,6,3,2,3,3,4,4,5,5,2,3,3,0,2,0,0,1,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011","N00000018 (Ballycraigy ward)","N00000018",229,7,4,3,3,9,2,2,0,0,3,1,2,3,4,0,5,3,3,3,5,4,2,3,2,7,4,0,0,3,3,3,7,4,4,3,1,4,3,3,3,4,6,1,5,2,8,5,4,3,1,2,2,2,2,1,1,2,2,4,2,2,5,2,2,1,1,1,2,4,4,0,1,0,1,3,1,2,1,1,2,1,1,0,0,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"2011","N00000019 (Ballycraigy ward)","N00000019",261,1,4,6,2,3,2,2,1,2,4,1,5,4,3,3,6,1,3,6,5,4,2,3,4,2,4,2,5,2,2,2,3,7,1,2,1,9,2,6,2,3,2,4,4,4,3,5,2,4,1,5,2,5,6,3,3,4,3,1,3,5,5,4,3,2,4,6,6,3,3,1,5,3,0,4,3,0,1,0,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011","N00000020 (Ballycraigy ward)","N00000020",236,6,3,6,8,4,7,4,4,4,3,1,4,3,4,1,4,0,0,0,2,3,3,3,4,6,1,2,4,6,2,2,5,6,6,3,2,4,3,5,5,1,2,3,0,5,5,3,1,5,1,5,1,4,0,1,2,2,2,3,2,1,2,3,3,4,3,2,5,2,1,2,0,3,0,2,2,1,3,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"2011","N00000021 (Ballycraigy ward)","N00000021",269,2,3,3,5,3,3,5,2,2,5,4,3,2,1,6,5,2,1,2,1,5,1,5,6,1,5,4,4,4,4,3,3,0,1,5,6,3,4,9,2,2,7,4,3,7,7,3,1,5,4,1,5,4,1,2,4,0,6,4,4,5,2,2,2,4,4,2,2,3,2,3,4,4,2,2,1,3,5,1,1,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2011","N00000022 (Ballycraigy ward)","N00000022",269,1,3,5,2,4,2,4,3,1,2,3,3,4,3,5,2,3,8,2,5,5,4,7,3,4,3,1,3,6,0,1,4,1,6,3,5,5,1,3,2,4,3,2,4,3,8,4,3,4,2,4,4,3,4,0,4,4,2,3,2,3,1,3,3,3,1,2,1,5,2,2,1,2,2,8,3,3,2,1,3,3,2,2,4,2,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"2011","N00000023 (Ballycraigy ward)","N00000023",218,4,3,1,1,2,1,0,5,2,1,0,0,4,4,4,2,2,0,2,3,0,2,2,3,3,0,2,5,2,6,2,6,4,1,3,3,2,1,3,5,4,4,4,4,0,0,3,4,3,3,3,3,3,1,1,6,2,3,1,0,1,2,3,2,3,5,2,0,6,4,2,5,3,4,4,1,1,0,3,5,2,1,0,3,1,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0
"2011","N00000024 (Clady ward)","N00000024",533,5,2,6,8,10,5,16,6,6,11,12,11,10,7,7,9,13,9,10,5,5,2,6,4,2,6,2,3,5,8,9,2,3,4,5,4,12,8,11,5,10,7,13,15,13,11,11,8,7,3,8,17,13,7,10,6,4,7,5,1,4,6,6,4,5,5,3,6,5,6,1,3,2,2,2,2,2,3,3,4,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
"2011","N00000025 (Clady ward)","N00000025",460,3,0,3,1,3,4,4,6,2,10,5,9,11,8,6,14,7,3,5,3,10,6,3,6,3,5,7,5,3,3,3,4,3,3,4,3,5,4,4,5,4,10,7,5,4,10,11,15,15,13,11,6,5,5,9,8,6,7,9,8,5,9,3,6,7,4,3,7,3,7,4,1,6,3,4,2,1,0,1,3,2,1,3,2,2,1,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0
"2011","N00000026 (Clady ward)","N00000026",466,4,7,7,9,5,6,1,2,2,5,6,6,8,3,4,8,10,9,12,7,8,6,5,8,5,5,6,1,4,8,2,2,4,3,0,4,7,5,6,8,5,6,9,11,10,5,11,16,10,10,13,4,6,10,7,8,10,5,12,2,4,4,5,0,2,3,3,5,1,1,2,2,5,9,5,2,3,6,3,1,2,0,2,1,0,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"2011","N00000027 (Clady ward)","N00000027",540,5,13,14,10,14,4,9,9,6,4,7,6,10,9,7,12,9,11,6,6,5,5,9,7,6,7,7,8,5,13,3,9,5,8,12,15,8,7,1,8,4,7,8,8,9,10,16,10,7,7,5,3,7,8,8,6,6,3,6,3,7,4,7,7,1,1,7,4,5,1,1,2,1,3,8,2,5,3,2,2,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011","N00000028 (Clady ward)","N00000028",236,1,1,1,1,1,2,3,5,6,4,2,4,2,5,6,4,9,3,4,6,5,4,3,3,1,1,1,3,1,3,0,1,1,2,0,5,1,3,2,1,4,4,5,7,5,3,8,6,5,5,5,7,6,2,4,3,5,3,1,2,4,5,2,2,1,2,0,4,3,2,1,0,2,2,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011","N00000029 (Clady ward)","N00000029",403,2,3,3,4,7,6,4,5,3,7,3,9,8,3,4,9,9,7,5,7,8,5,6,6,4,9,4,4,2,1,2,5,2,2,3,6,5,5,5,8,7,3,7,9,7,7,6,9,5,5,5,4,5,6,8,6,5,6,5,3,3,5,7,7,4,9,3,3,3,5,4,6,2,3,2,3,3,1,0,1,5,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"2011","N00000030 (Clady ward)","N00000030",375,2,2,7,6,4,9,5,6,2,3,4,4,3,5,6,2,4,7,6,5,11,5,4,3,4,3,4,6,1,4,4,3,3,1,7,3,1,3,6,2,1,5,6,4,6,3,12,8,14,8,3,6,6,6,4,8,1,4,3,4,2,4,6,6,3,5,7,5,7,6,5,2,2,4,1,1,4,4,4,4,0,1,0,0,0,1,2,0,2,1,0,4,0,0,0,0,0,0,0,0,0
"2011","N00000031 (Cranfield ward)","N00000031",707,9,14,4,13,17,9,10,5,11,10,11,22,12,16,7,21,7,14,5,10,12,10,11,8,14,9,8,6,5,8,9,6,9,7,11,10,7,9,14,12,5,12,10,5,7,9,15,14,9,8,10,10,6,13,4,8,7,9,10,9,12,17,7,3,4,3,3,8,9,6,2,5,2,1,6,1,4,1,3,4,2,5,1,0,1,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"2011","N00000032 (Cranfield ward)","N00000032",386,7,3,5,6,4,4,6,4,7,6,6,8,10,5,7,5,8,3,3,4,3,6,8,3,4,5,8,6,4,4,3,1,1,4,3,4,4,4,5,7,6,6,4,7,11,8,13,4,2,5,9,6,7,1,9,3,2,5,2,1,1,3,2,2,7,6,5,5,1,6,7,1,2,4,2,2,1,1,1,0,4,3,1,3,1,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"2011","N00000033 (Cranfield ward)","N00000033",498,6,5,9,11,10,11,4,9,5,12,2,6,5,8,4,8,9,8,3,6,3,9,4,7,7,4,5,4,11,5,6,7,7,8,5,11,3,8,7,7,8,6,6,6,7,5,13,4,7,5,6,4,4,5,8,9,8,10,5,5,8,6,6,5,4,4,6,6,7,8,4,4,2,2,4,2,2,1,1,1,1,2,0,2,2,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
"2011","N00000034 (Cranfield ward)","N00000034",474,9,6,7,7,10,6,7,11,4,6,2,6,3,7,8,2,4,7,3,4,5,9,6,4,8,4,3,5,3,4,2,8,6,5,5,3,6,9,10,10,7,10,5,11,7,4,7,10,4,5,2,5,4,3,6,11,5,4,4,4,7,5,4,4,5,6,6,3,6,5,3,4,6,4,3,3,4,3,3,3,3,2,1,1,4,3,5,2,3,3,1,0,4,1,1,0,0,1,0,0,0
"2011","N00000035 (Cranfield ward)","N00000035",291,5,6,2,4,5,7,5,1,2,2,4,2,2,1,3,1,2,3,3,8,2,2,7,8,4,3,5,7,8,6,4,5,5,7,4,2,3,4,3,1,5,6,3,5,7,2,8,3,3,5,4,0,4,3,5,1,5,3,8,2,4,4,1,4,2,3,0,1,1,1,5,3,0,3,2,3,3,2,0,0,1,1,1,0,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0
"2011","N00000036 (Cranfield ward)","N00000036",345,7,6,5,5,3,3,5,4,0,5,4,4,2,4,4,5,2,5,5,6,9,4,9,3,5,4,6,7,3,2,2,7,3,2,6,1,12,4,1,3,3,4,6,7,8,4,5,9,7,4,7,4,8,9,8,10,4,5,4,5,0,1,1,3,3,3,1,3,3,2,3,1,1,2,1,2,2,3,1,2,2,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"2011","N00000037 (Crumlin ward)","N00000037",285,2,3,1,8,4,4,2,4,3,2,3,2,3,2,3,3,4,5,2,1,2,1,2,5,4,5,5,3,6,2,7,1,2,5,1,2,4,3,2,3,0,4,5,7,5,8,4,3,5,5,6,1,2,4,5,4,6,3,2,1,4,4,4,4,6,5,3,4,5,3,3,0,4,1,5,0,5,3,5,4,3,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2011","N00000038 (Crumlin ward)","N00000038",406,4,1,7,6,9,4,9,2,6,7,8,6,6,14,4,6,7,7,11,3,10,6,7,4,3,3,2,4,2,2,3,2,2,2,5,3,3,0,4,4,3,5,11,5,8,8,3,5,9,5,10,5,8,10,6,9,4,3,4,6,3,1,6,4,5,2,7,2,5,2,4,6,3,2,6,1,3,1,4,1,3,2,1,1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2011","N00000039 (Crumlin ward)","N00000039",1262,16,26,33,23,21,23,28,15,21,28,28,21,17,22,23,23,18,25,22,14,18,19,16,16,12,10,15,18,20,14,13,20,24,21,26,23,21,15,23,20,18,19,31,25,13,15,19,9,13,15,10,16,14,18,16,12,8,10,15,4,5,5,7,8,7,5,9,6,12,4,2,2,7,1,3,4,8,6,9,5,8,1,2,4,7,4,3,1,0,0,1,2,2,0,0,1,0,0,0,0,0
"2011","N00000040 (Crumlin ward)","N00000040",265,4,5,2,3,4,4,3,5,3,5,3,2,4,3,3,3,2,9,5,3,3,2,4,4,1,3,8,6,3,2,3,5,3,8,0,4,5,3,2,5,5,6,8,3,2,0,8,4,3,3,2,3,3,1,5,4,2,3,2,2,3,2,2,3,3,6,4,6,1,2,2,2,1,2,0,2,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011","N00000041 (Crumlin ward)","N00000041",462,9,6,8,5,8,8,6,5,8,11,4,13,14,11,8,17,6,11,3,8,7,6,5,6,6,4,4,5,3,7,5,7,7,8,8,5,3,5,8,7,11,13,15,6,8,6,7,6,9,11,6,8,6,7,4,5,5,6,2,4,2,2,2,0,1,4,2,4,1,0,1,1,2,1,2,0,0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011","N00000042 (Crumlin ward)","N00000042",410,5,2,4,8,5,4,7,8,8,9,3,6,6,11,5,4,7,9,4,14,6,6,8,13,8,6,9,3,4,2,4,2,3,1,4,5,4,9,4,1,8,8,5,6,4,11,5,11,4,12,8,8,10,5,5,6,3,10,6,1,7,3,0,0,4,3,3,0,5,1,0,3,3,0,3,2,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011","N00000043 (Crumlin ward)","N00000043",1245,28,23,23,20,29,27,19,28,26,31,29,29,29,23,24,16,21,32,14,15,19,19,5,13,11,7,5,16,14,16,18,18,13,23,12,12,27,22,18,27,26,27,24,26,22,21,23,16,18,14,20,14,12,13,5,11,9,10,8,4,8,12,4,9,1,7,4,4,4,3,3,4,2,1,1,4,2,5,6,8,3,3,4,5,2,0,4,3,1,1,1,0,1,0,0,0,1,0,0,0,0
"2011","N00000044 (Crumlin ward)","N00000044",312,4,5,5,3,3,6,3,7,7,3,9,6,8,6,11,3,8,2,14,1,3,6,5,2,5,4,4,4,6,0,3,7,2,4,0,3,4,5,5,3,4,7,3,5,3,6,2,4,3,4,3,0,6,1,0,3,7,1,4,3,4,3,2,2,5,1,4,2,1,3,2,4,0,0,0,1,3,1,3,1,1,1,3,2,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0
"2011","N00000045 (Drumanaway ward)","N00000045",515,7,5,7,10,10,5,9,11,14,9,8,7,11,7,5,7,7,7,4,3,2,5,9,3,3,8,6,5,3,5,9,6,3,6,5,9,12,8,14,17,10,13,9,4,6,10,11,10,10,8,8,6,4,4,4,5,4,7,7,4,7,2,3,7,3,5,3,6,5,7,4,4,1,3,4,4,1,0,0,1,1,1,3,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2011","N00000046 (Drumanaway ward)","N00000046",394,2,6,4,4,6,3,5,4,6,3,5,9,10,2,8,4,1,10,4,5,9,4,2,8,3,3,7,2,2,6,5,2,3,1,2,5,3,6,6,9,4,3,5,7,7,3,8,10,6,7,8,3,6,4,3,3,9,6,8,7,5,4,7,5,4,4,2,6,2,4,1,5,6,1,1,0,5,4,0,4,1,4,2,1,0,3,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"2011","N00000047 (Drumanaway ward)","N00000047",374,2,6,4,1,4,3,6,1,6,2,5,8,1,4,3,4,3,5,2,3,2,2,5,3,3,4,2,3,1,0,4,5,2,1,6,4,4,8,2,6,5,8,5,2,1,3,11,14,9,6,8,3,4,6,7,9,6,3,1,5,12,10,6,2,6,6,8,5,4,7,4,7,3,3,6,5,2,1,4,4,6,0,1,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"2011","N00000048 (Drumanaway ward)","N00000048",304,6,3,2,7,4,3,3,3,4,5,3,7,3,3,4,4,6,5,4,3,5,4,4,3,8,6,6,7,7,2,7,1,1,6,2,4,3,6,8,4,7,4,3,6,3,3,4,8,2,4,1,2,2,1,1,1,4,2,6,7,4,3,4,2,1,3,3,3,2,5,2,3,1,2,3,3,1,0,1,2,0,1,0,1,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2011","N00000049 (Drumanaway ward)","N00000049",254,4,4,1,5,5,3,4,3,1,3,0,4,1,3,2,1,2,3,4,1,3,5,2,5,4,7,7,5,5,5,3,5,5,4,3,4,2,2,3,4,4,1,7,3,5,4,1,4,2,4,4,2,2,5,3,6,2,7,0,3,4,7,5,0,2,5,2,1,3,4,3,1,1,1,1,0,0,3,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011","N00000050 (Drumanaway ward)","N00000050",299,2,1,4,1,3,6,0,2,2,5,1,2,0,7,7,2,1,4,6,4,3,2,2,5,2,3,4,0,2,3,4,2,1,4,2,3,4,4,2,6,5,7,5,2,8,6,5,7,2,5,6,5,5,7,2,5,6,2,8,1,5,4,4,3,6,4,5,3,7,3,5,5,1,2,3,2,0,3,1,1,1,2,1,4,0,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0
"2011","N00000051 (Farranshane ward)","N00000051",313,0,7,9,4,3,7,6,4,2,5,8,7,5,4,6,5,4,3,1,2,6,3,2,8,7,6,4,4,0,6,6,6,5,2,5,3,2,7,5,2,1,5,2,6,7,3,6,6,3,3,4,1,5,2,3,6,8,8,1,3,3,1,3,4,2,2,4,3,1,2,2,4,4,1,1,3,1,1,0,1,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2011","N00000052 (Farranshane ward)","N00000052",309,3,4,6,6,3,6,1,1,6,2,4,4,5,5,4,4,6,5,2,5,4,3,4,3,3,6,5,9,6,4,5,3,7,5,2,7,1,1,1,1,4,4,6,4,3,4,2,1,6,3,3,3,6,3,3,7,5,7,3,8,4,3,2,3,5,3,5,4,4,2,0,5,4,2,2,4,1,2,0,0,1,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011","N00000053 (Farranshane ward)","N00000053",261,5,3,5,4,3,1,3,2,4,3,5,1,4,3,1,6,3,4,6,4,2,4,5,9,3,10,2,6,5,3,3,4,3,3,3,5,4,3,8,2,5,2,5,4,0,1,6,4,5,2,1,0,7,1,4,5,3,4,2,1,1,2,1,5,3,1,4,0,6,1,1,1,0,2,2,3,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"2011","N00000054 (Farranshane ward)","N00000054",266,8,8,1,9,4,4,0,2,4,5,5,2,6,2,6,5,2,6,4,2,2,4,5,0,5,6,7,9,9,1,2,2,0,1,6,4,2,2,4,7,6,4,6,5,1,4,2,4,2,4,5,2,3,3,4,4,3,3,3,4,2,2,1,3,4,2,3,2,3,2,1,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011","N00000055 (Farranshane ward)","N00000055",266,4,2,4,1,1,1,1,4,4,1,1,1,4,2,3,3,3,4,6,3,4,6,3,3,3,0,2,2,2,4,1,6,3,5,2,3,1,5,3,6,5,4,1,3,2,6,6,2,2,5,3,4,8,2,2,6,4,4,3,1,2,3,3,2,3,4,8,2,3,8,3,3,3,2,2,3,3,0,2,4,2,3,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
